Lot_Area,Bldg_Type,House_Style,Overall_Cond,Year_Built,Roof_Style,Exter_Cond,Bsmt_Cond,Central_Air,Electrical,Bathroom,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bedroom_AbvGr,Kitchen_AbvGr,Fireplaces,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Fence,Year_Sold,Sale_Condition,Sale_Price
14572,OneFam,One_Story,Average,2004,Hip,Typical,Typical,Y,SBrkr,3,1530,0,1530,3,1,1,3,630,144,36,0,No_Fence,2007,Family,259000
16219,OneFam,SLvl,Average,2004,Gable,Typical,Typical,Y,SBrkr,3,1119,0,1119,2,1,0,2,437,100,24,0,No_Fence,2007,Normal,188500
11084,OneFam,SLvl,Average,2004,Gable,Typical,Typical,Y,SBrkr,3.5,744,630,1374,3,1,1,2,400,100,0,0,No_Fence,2007,Family,175000
11796,OneFam,Two_Story,Average,2004,Gable,Typical,Typical,Y,SBrkr,2.5,847,1112,1959,4,1,1,2,434,100,48,0,No_Fence,2007,Normal,215000
10936,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,2.5,1525,0,1525,3,1,1,2,534,100,18,0,No_Fence,2007,Partial,206580
8244,OneFam,Two_Story,Average,2004,Gable,Typical,Typical,Y,SBrkr,2.5,840,880,1720,3,1,1,2,440,100,48,0,No_Fence,2007,Normal,183500
11950,OneFam,SLvl,Average,2003,Gable,Typical,Typical,Y,SBrkr,2.5,754,640,1394,3,1,1,2,400,100,0,0,No_Fence,2007,Normal,165500
7875,OneFam,Two_Story,Average,2003,Gable,Typical,Typical,Y,SBrkr,2.5,847,1101,1948,4,1,1,2,434,0,48,0,No_Fence,2007,Normal,211000
8063,OneFam,Two_Story,Average,2000,Gable,Typical,Typical,Y,SBrkr,2.5,948,742,1690,3,1,1,2,463,100,48,0,No_Fence,2007,Abnorml,181000
8740,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,2.5,864,1131,1995,4,1,1,2,435,264,48,0,No_Fence,2007,Normal,219500
7917,OneFam,Two_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,2.5,953,694,1647,3,1,1,2,460,0,40,0,No_Fence,2007,Normal,175000
9967,OneFam,SLvl,Average,2000,Gable,Typical,Typical,Y,SBrkr,2.5,774,656,1430,3,1,1,2,400,100,0,0,No_Fence,2007,Normal,170000
7750,OneFam,Two_Story,Average,2003,Gable,Typical,Typical,Y,SBrkr,2.5,660,660,1320,3,1,0,2,400,0,48,0,No_Fence,2007,Normal,162000
9487,OneFam,Two_Story,Average,2000,Gable,Typical,Typical,Y,SBrkr,3.5,940,750,1690,3,1,1,2,442,0,50,0,No_Fence,2007,Normal,187000
9649,OneFam,Two_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,2.5,961,683,1644,3,1,1,2,460,460,42,0,No_Fence,2007,Normal,185000
15623,OneFam,Two_Story,Average,1996,Hip,Typical,Typical,Y,SBrkr,4.5,2411,2065,4476,4,1,2,3,813,171,78,0,Minimum_Privacy,2007,Abnorml,745000
12191,OneFam,Two_Story,Average,1997,Hip,Typical,Typical,Y,SBrkr,3.5,1779,772,2551,4,1,2,3,925,76,61,0,No_Fence,2007,Normal,384500
11000,OneFam,Two_Story,Average,2000,Gable,Typical,Typical,Y,SBrkr,2.5,997,1288,2285,4,1,1,3,648,0,56,0,No_Fence,2007,Normal,248000
11400,OneFam,One_Story,Average,2001,Hip,Typical,Typical,Y,SBrkr,3.5,2633,0,2633,2,1,2,3,804,314,140,0,No_Fence,2007,Normal,466500
10557,OneFam,Two_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,3.5,1671,1407,3078,4,1,1,3,806,108,87,0,No_Fence,2007,Normal,410000
11002,OneFam,Two_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,3.5,1411,1171,2582,4,1,1,3,758,286,60,0,No_Fence,2007,Normal,322500
10790,OneFam,Two_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,2.5,1108,1277,2385,4,1,1,3,600,120,38,0,No_Fence,2007,Normal,252000
21535,OneFam,Two_Story,Above_Average,1994,Gable,Typical,Typical,Y,SBrkr,4,2444,1872,4316,4,1,2,3,832,382,50,0,No_Fence,2007,Normal,755000
9920,OneFam,Two_Story,Average,1996,Gable,Typical,Typical,Y,SBrkr,3.5,1127,886,2013,3,1,1,2,455,180,130,0,No_Fence,2007,Normal,269790
11787,OneFam,Two_Story,Average,1996,Gable,Typical,Typical,Y,SBrkr,3.5,1383,1015,2398,3,1,1,3,834,239,60,0,No_Fence,2007,Normal,315750
9950,OneFam,Two_Story,Average,1995,Gable,Typical,Typical,Y,SBrkr,2.5,1214,1306,2520,4,1,1,3,721,224,114,0,No_Fence,2007,Abnorml,290000
12257,OneFam,Two_Story,Average,1995,Gable,Typical,Typical,Y,SBrkr,2.5,1328,1203,2531,4,1,1,3,752,222,98,0,No_Fence,2007,Normal,290000
12692,OneFam,One_Story,Average,1992,Hip,Typical,Typical,Y,SBrkr,4,3228,0,3228,4,1,1,2,546,264,75,291,No_Fence,2007,Normal,430000
11762,OneFam,Two_Story,Average,1992,Gable,Typical,Typical,Y,SBrkr,3.5,1105,1097,2202,4,1,1,2,517,0,65,0,No_Fence,2007,Normal,263000
9044,OneFam,Two_Story,Average,1996,Gable,Good,Typical,Y,SBrkr,2.5,1335,1203,2538,4,1,1,3,933,198,92,0,No_Fence,2007,Normal,330000
9910,OneFam,One_Story,Above_Average,2007,Gable,Typical,Typical,Y,SBrkr,2,1369,0,1369,3,1,0,2,605,0,203,0,No_Fence,2007,Partial,213133
11830,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,3,1542,0,1542,3,1,1,3,852,168,110,0,No_Fence,2007,Partial,260261
11670,OneFam,One_Story,Average,2006,Hip,Typical,Good,Y,SBrkr,2,1905,0,1905,3,1,1,3,788,0,191,0,No_Fence,2007,Normal,320000
15256,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,3,1464,0,1464,3,1,0,3,754,168,160,0,No_Fence,2007,Normal,282922
10612,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,2,1534,0,1534,3,1,1,2,484,168,46,0,No_Fence,2007,Family,215000
12291,OneFam,One_Story,Average,2007,Hip,Typical,Typical,Y,SBrkr,3,1966,0,1966,1,1,1,3,1092,76,52,0,No_Fence,2007,Partial,419005
13501,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,3,1636,0,1636,3,1,1,3,865,0,60,0,No_Fence,2007,Normal,255000
9986,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,2,1795,0,1795,2,1,1,3,895,0,49,0,No_Fence,2007,Partial,147000
9965,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,4,1528,0,1528,3,1,1,2,480,0,228,0,No_Fence,2007,Partial,235876
9416,OneFam,One_Story,Average,2007,Hip,Typical,Typical,Y,SBrkr,3,1726,0,1726,3,1,1,3,786,171,138,0,No_Fence,2007,Partial,311872
9849,OneFam,One_Story,Above_Average,2007,Hip,Typical,Typical,Y,SBrkr,2,1689,0,1689,3,1,0,3,954,0,56,0,No_Fence,2007,Partial,248328
10000,OneFam,One_Story,Average,2006,Hip,Typical,Good,Y,SBrkr,2,1588,0,1588,3,1,1,3,825,144,45,0,No_Fence,2007,Normal,227000
8847,OneFam,One_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,3,1538,0,1538,3,1,0,2,484,146,40,0,No_Fence,2007,Normal,260000
9158,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,2,1496,0,1496,3,1,0,2,474,168,130,0,No_Fence,2007,Partial,225000
8251,OneFam,One_Story,Average,2005,Gable,Typical,Good,Y,SBrkr,3,1506,0,1506,3,1,1,2,672,192,35,0,No_Fence,2007,Normal,249000
10084,OneFam,One_Story,Average,2004,Gable,Typical,Typical,Y,SBrkr,3,1694,0,1694,3,1,1,2,636,255,57,0,No_Fence,2007,Normal,307000
9605,OneFam,Two_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,2.5,982,995,1977,3,1,0,3,574,240,53,0,No_Fence,2007,Family,250000
8778,OneFam,Two_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,2.5,1302,528,1830,3,1,0,3,859,0,40,0,No_Fence,2007,Normal,221300
7500,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,1.5,1100,0,1100,3,1,0,0,0,0,136,0,No_Fence,2007,Partial,146000
7500,OneFam,One_Story,Average,2006,Gable,Typical,Good,Y,SBrkr,1.5,1143,0,1143,3,1,0,0,0,0,55,0,No_Fence,2007,Normal,147000
12450,OneFam,One_Story,Average,2003,Gable,Typical,Typical,Y,SBrkr,2,1094,0,1094,3,1,0,2,576,0,0,0,No_Fence,2007,Normal,149000
7441,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,2,1486,0,1486,3,1,0,2,566,0,32,0,No_Fence,2007,Normal,181000
8462,OneFam,Two_Story,Average,1994,Gable,Good,Good,Y,SBrkr,3,936,785,1721,3,1,0,2,471,300,87,0,No_Fence,2007,Normal,201000
11613,OneFam,Two_Story,Average,1993,Gable,Typical,Typical,Y,SBrkr,2.5,920,900,1820,3,1,0,2,492,144,85,0,Good_Privacy,2007,Normal,191750
8450,OneFam,One_Story,Average,2000,Gable,Typical,Typical,Y,SBrkr,2,1349,0,1349,3,1,0,2,539,120,55,0,Good_Privacy,2007,Normal,179000
16196,OneFam,One_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,3,1494,0,1494,3,1,1,2,514,402,25,0,No_Fence,2007,Normal,215000
8012,TwnhsE,One_Story,Average,1992,Gable,Typical,Typical,Y,SBrkr,3,1575,0,1575,2,1,0,2,529,0,0,52,No_Fence,2007,Normal,179200
8012,TwnhsE,Two_Story,Average,1980,Gable,Typical,Typical,Y,SBrkr,1.5,630,636,1266,2,1,2,1,283,340,0,0,Minimum_Privacy,2007,Normal,128000
9180,OneFam,SFoyer,Good,1983,Gable,Typical,Typical,Y,SBrkr,2,884,0,884,2,1,0,2,504,240,0,0,Minimum_Privacy,2007,Normal,144000
6285,OneFam,One_Story,Average,1977,Gable,Typical,Typical,Y,SBrkr,2,894,0,894,2,1,0,1,308,192,0,0,No_Fence,2007,Normal,120750
8480,OneFam,One_Story,Above_Average,1963,Hip,Typical,Typical,Y,SBrkr,2,970,0,970,2,1,0,2,624,0,24,0,No_Fence,2007,Normal,132500
7420,OneFam,One_Story,Average,1962,Hip,Typical,Typical,Y,SBrkr,1,1057,0,1057,3,1,0,2,576,0,0,0,No_Fence,2007,Normal,132000
7758,OneFam,One_Story,Good,1962,Gable,Good,Typical,Y,SBrkr,2,999,0,999,3,1,0,1,264,0,132,0,No_Fence,2007,Normal,132500
6970,OneFam,One_Story,Average,1961,Gable,Typical,Typical,Y,SBrkr,2.5,1120,0,1120,3,1,0,2,544,168,0,0,No_Fence,2007,Normal,129000
13673,OneFam,One_Story,Average,1962,Gable,Good,Typical,Y,SBrkr,1.5,1696,0,1696,3,1,1,1,349,0,30,0,No_Fence,2007,Normal,143900
7476,OneFam,One_Story,Good,1968,Gable,Typical,Typical,Y,SBrkr,2.5,1040,0,1040,3,1,0,2,686,188,0,0,No_Fence,2007,Normal,145000
9945,OneFam,One_Story,Average,1961,Hip,Typical,Typical,Y,SBrkr,2,988,0,988,3,1,0,2,572,0,0,0,No_Fence,2007,Normal,128500
6173,OneFam,One_Story,Above_Average,1967,Gable,Typical,Typical,Y,SBrkr,1,902,0,902,3,1,0,1,288,0,0,0,Minimum_Privacy,2007,Normal,125500
19522,OneFam,Two_Story,Average,1990,Gable,Typical,Typical,Y,SBrkr,3.5,1271,1232,2503,3,1,1,2,564,0,99,0,No_Fence,2007,Normal,300000
17542,OneFam,Two_Story,Good,1974,Gable,Typical,Typical,Y,SBrkr,3.5,1516,651,2167,3,1,2,2,518,220,47,0,Minimum_Privacy,2007,Normal,294000
10751,OneFam,One_Story,Average,1974,Gable,Typical,Typical,Y,SBrkr,2,1037,0,1037,2,1,0,2,431,136,47,0,No_Fence,2007,Normal,129000
16647,OneFam,SFoyer,Average,1975,Gable,Typical,Typical,Y,SBrkr,3,1701,0,1701,3,1,2,2,611,0,0,0,No_Fence,2007,Normal,171000
12712,OneFam,One_Story,Good,1973,Gable,Typical,Typical,Y,SBrkr,2,1055,0,1055,2,1,1,2,542,455,0,0,No_Fence,2007,Abnorml,147000
9572,OneFam,Two_Story,Average,1990,Gable,Typical,Typical,Y,SBrkr,2.5,1453,1357,2810,4,1,1,2,750,500,0,0,No_Fence,2007,Normal,302000
10678,OneFam,One_and_Half_Fin,Average,1992,Hip,Typical,Typical,Y,SBrkr,2.5,2129,743,2872,4,1,1,2,541,0,33,0,No_Fence,2007,Normal,285000
9466,TwnhsE,One_Story,Average,1994,Gable,Typical,Typical,Y,SBrkr,2.5,1494,0,1494,1,1,1,2,478,0,30,0,No_Fence,2007,Normal,279700
12000,OneFam,One_Story,Above_Average,1980,Hip,Typical,Typical,Y,SBrkr,3.5,2362,0,2362,3,1,1,2,546,180,16,0,No_Fence,2007,Normal,255000
16157,OneFam,SLvl,Good,1978,Gable,Typical,Typical,Y,SBrkr,2.5,1432,0,1432,2,1,1,2,588,168,180,0,No_Fence,2007,Normal,194000
10768,OneFam,One_Story,Very_Good,1976,Gable,Good,Typical,Y,SBrkr,3,1437,0,1437,3,1,1,2,528,0,21,0,No_Fence,2007,Normal,218000
3840,TwnhsE,One_Story,Above_Average,1978,Gable,Typical,Typical,Y,SBrkr,2,1295,0,1295,1,1,2,2,571,133,89,0,No_Fence,2007,Normal,213750
9600,OneFam,SLvl,Good,1976,Hip,Good,Typical,Y,SBrkr,2.5,1094,761,1855,3,1,1,2,512,113,100,0,No_Fence,2007,Normal,187000
9600,OneFam,One_Story,Very_Good,1976,Gable,Typical,Typical,Y,SBrkr,2.5,1262,0,1262,3,1,1,2,460,298,0,0,No_Fence,2007,Normal,181500
17778,OneFam,One_Story,Average,1981,Hip,Typical,Typical,Y,SBrkr,3,2497,0,2497,2,1,2,2,676,266,0,0,No_Fence,2007,Normal,373000
18890,Duplex,One_and_Half_Fin,Average,1977,Shed,Typical,Typical,Y,SBrkr,3,1361,1259,2620,4,2,1,2,600,155,24,145,No_Fence,2007,Normal,190000
11700,OneFam,One_Story,Above_Average,1968,Gable,Typical,Typical,Y,SBrkr,2.5,1152,0,1152,3,1,0,2,412,0,126,0,No_Fence,2007,Normal,143450
8000,OneFam,Two_Story,Above_Average,1970,Gable,Typical,Typical,Y,SBrkr,3.5,1403,1008,2411,4,1,1,2,570,0,192,0,No_Fence,2007,Normal,240050
8723,OneFam,SFoyer,Above_Average,1969,Gable,Typical,Typical,Y,SBrkr,2,1082,0,1082,3,1,0,2,480,160,0,0,No_Fence,2007,Normal,162500
11700,OneFam,One_Story,Average,1968,Gable,Typical,Typical,Y,SBrkr,2.5,1295,0,1295,3,1,0,2,528,0,194,0,No_Fence,2007,Normal,164000
11358,OneFam,One_Story,Good,1972,Hip,Typical,Typical,Y,SBrkr,2,1610,0,1610,3,1,1,2,515,202,0,0,No_Fence,2007,Normal,185000
9547,OneFam,One_Story,Above_Average,1993,Gable,Typical,Typical,Y,SBrkr,2,1594,0,1594,2,1,1,2,472,190,80,0,No_Fence,2007,Normal,188500
10530,OneFam,Two_Story,Above_Average,1993,Gable,Typical,Typical,Y,SBrkr,3.5,1091,984,2075,3,1,1,2,473,235,86,0,No_Fence,2007,Normal,255000
11500,Duplex,One_Story,Above_Average,1976,Gable,Typical,Typical,Y,SBrkr,2,1680,0,1680,4,2,0,2,528,0,0,0,No_Fence,2007,Normal,136905
10738,OneFam,One_Story,Good,1966,Hip,Typical,Typical,Y,SBrkr,3,1093,0,1093,3,1,1,2,484,224,0,0,Minimum_Privacy,2007,Normal,158500
9600,OneFam,One_Story,Above_Average,1973,Hip,Typical,Typical,Y,SBrkr,1.5,1242,0,1242,3,1,1,2,528,0,0,0,No_Fence,2007,Normal,175500
10800,OneFam,One_Story,Average,1963,Gable,Typical,Typical,Y,SBrkr,2,1052,0,1052,3,1,0,1,311,0,133,0,No_Fence,2007,Normal,127000
8050,OneFam,One_Story,Above_Average,1967,Gable,Typical,Typical,Y,SBrkr,2,1107,0,1107,3,1,0,1,308,88,64,0,No_Fence,2007,Normal,127000
10355,OneFam,One_Story,Average,1967,Gable,Typical,Typical,Y,SBrkr,2,1214,0,1214,3,1,1,1,318,0,111,0,No_Fence,2007,Normal,143000
10289,OneFam,One_Story,Good,1965,Hip,Typical,Typical,Y,SBrkr,2.5,1073,0,1073,3,1,0,2,515,0,0,0,No_Fence,2007,Normal,156000
9503,OneFam,One_Story,Average,1958,Hip,Typical,Typical,Y,SBrkr,2,1344,0,1344,2,1,1,1,484,316,28,0,Good_Wood,2007,Normal,144000
10624,Duplex,One_Story,Below_Average,1964,Gable,Typical,Typical,Y,SBrkr,2.5,1728,0,1728,6,2,0,1,352,155,0,0,No_Fence,2007,Normal,119000
10899,Duplex,One_Story,Average,1964,Gable,Typical,No_Basement,N,SBrkr,2,1224,0,1224,2,2,0,3,530,0,0,0,No_Fence,2007,Normal,103000
12342,OneFam,One_Story,Average,1960,Hip,Typical,Typical,Y,SBrkr,1,1422,0,1422,3,1,1,1,286,0,0,36,Good_Wood,2007,Normal,139900
12772,OneFam,One_Story,Very_Good,1960,Hip,Good,Typical,Y,SBrkr,1,958,0,958,2,1,0,1,301,0,0,0,No_Fence,2007,Normal,151500
8892,OneFam,One_Story,Average,1960,Gable,Typical,Typical,Y,SBrkr,1.5,1065,0,1065,3,1,0,2,461,74,0,0,No_Fence,2007,Normal,126500
10482,OneFam,SLvl,Very_Good,1958,Hip,Good,Typical,Y,SBrkr,1.5,1138,0,1138,3,1,0,1,264,224,0,0,Minimum_Wood_Wire,2007,Normal,145000
7535,OneFam,One_Story,Good,1958,Gable,Typical,Typical,Y,SBrkr,1.5,912,0,912,2,1,0,1,297,12,285,0,Minimum_Wood_Wire,2007,Normal,120000
7450,OneFam,One_Story,Average,1956,Hip,Typical,Typical,Y,SBrkr,1,1074,0,1074,2,1,1,2,396,0,72,0,Good_Wood,2007,Normal,124000
8339,OneFam,One_Story,Good,1959,Gable,Typical,No_Basement,Y,SBrkr,1,882,0,882,3,1,0,1,294,0,0,0,Minimum_Privacy,2007,Normal,106500
14357,OneFam,One_Story,Average,1961,Hip,Typical,Typical,Y,SBrkr,2,1187,0,1187,2,1,1,2,440,128,0,0,No_Fence,2007,Normal,140500
8243,OneFam,One_Story,Good,1961,Gable,Good,Typical,Y,SBrkr,1,964,0,964,3,1,1,2,784,170,0,0,Good_Privacy,2007,Normal,137500
8680,OneFam,One_Story,Good,1960,Hip,Typical,Typical,Y,SBrkr,1,894,0,894,3,1,0,1,312,0,0,0,No_Fence,2007,Normal,117600
8800,OneFam,One_Story,Above_Average,1966,Hip,Typical,Typical,Y,SBrkr,2.5,1200,0,1200,3,1,1,2,440,0,0,0,Minimum_Privacy,2007,Normal,163500
9200,OneFam,SLvl,Average,1965,Gable,Typical,Typical,Y,SBrkr,2,1042,0,1042,3,1,0,2,440,192,0,0,Good_Privacy,2007,Normal,161000
9350,OneFam,SLvl,Good,1964,Hip,Typical,Typical,Y,SBrkr,2.5,1302,0,1302,3,1,0,1,309,333,0,0,Minimum_Privacy,2007,Normal,158000
8800,OneFam,Two_Story,Good,1964,Gable,Good,Typical,Y,SBrkr,2.5,845,1309,2154,5,1,1,2,539,0,0,0,Minimum_Privacy,2007,Normal,224500
11382,OneFam,One_Story,Average,1964,Gable,Typical,Typical,Y,SBrkr,1.5,1374,0,1374,3,1,1,1,286,0,28,84,Minimum_Privacy,2007,Normal,147000
22002,OneFam,One_Story,Good,1959,Gable,Good,Typical,Y,SBrkr,2.5,1652,0,1652,3,1,1,2,510,0,0,0,No_Fence,2007,Normal,200000
14585,OneFam,One_Story,Above_Average,1960,Gable,Typical,Typical,Y,SBrkr,1.5,1429,0,1429,3,1,2,2,572,216,110,0,No_Fence,2007,Normal,181900
7388,OneFam,One_Story,Above_Average,1959,Gable,Typical,Typical,Y,SBrkr,2,1327,0,1327,3,1,0,2,624,0,0,0,No_Fence,2007,Normal,150750
9842,Duplex,One_Story,Average,1962,Gable,Typical,No_Basement,Y,SBrkr,2,1224,0,1224,2,2,0,2,462,0,0,0,No_Fence,2007,Normal,101800
8280,OneFam,One_Story,Average,1950,Gable,Typical,Typical,Y,FuseA,1,932,0,932,2,1,1,1,306,0,0,214,Good_Privacy,2007,Normal,124000
12172,OneFam,One_and_Half_Unf,Good,1940,Gable,Typical,Typical,Y,SBrkr,1,908,0,908,2,1,0,2,512,284,24,0,Minimum_Privacy,2007,Normal,138500
5000,OneFam,One_Story,Fair,1946,Gable,Fair,No_Basement,N,FuseF,1,334,0,334,1,1,0,0,0,0,0,0,No_Fence,2007,Normal,39300
5000,OneFam,One_Story,Fair,1946,Gable,Fair,Fair,N,SBrkr,1.5,666,0,666,2,1,0,0,0,0,52,0,Minimum_Privacy,2007,Normal,64500
3500,OneFam,One_and_Half_Fin,Average,1945,Gable,Typical,Typical,N,FuseA,2,442,228,670,2,1,0,0,0,0,21,0,Minimum_Privacy,2007,Normal,64000
5175,OneFam,One_Story,Very_Good,1958,Gable,Typical,Typical,Y,SBrkr,1,808,0,808,2,1,0,1,308,143,0,0,No_Fence,2007,Normal,112000
9500,OneFam,Two_Story,Above_Average,1964,Gable,Typical,Typical,Y,SBrkr,2,1127,850,1977,4,1,1,2,540,0,52,0,Good_Privacy,2007,Normal,165000
9600,OneFam,One_Story,Above_Average,1955,Hip,Good,Typical,Y,SBrkr,2,1150,0,1150,2,1,0,1,288,0,0,0,Minimum_Privacy,2007,Normal,144000
11345,Duplex,Two_Story,Average,1948,Gable,Typical,Typical,Y,FuseA,2,928,992,1920,4,2,0,2,400,0,0,0,No_Fence,2007,Normal,137000
9492,OneFam,One_and_Half_Fin,Average,1941,Gable,Typical,Typical,Y,SBrkr,2,968,408,1376,3,1,1,1,240,0,0,0,No_Fence,2007,Normal,105000
9480,OneFam,Two_Story,Good,1942,Gable,Typical,Typical,Y,SBrkr,1.5,888,756,1644,3,1,2,1,312,168,0,0,No_Fence,2007,Normal,146500
8668,Duplex,One_Story,Average,1968,Gable,Typical,Typical,Y,SBrkr,2,1560,0,1560,4,2,0,3,792,0,0,0,No_Fence,2007,Normal,126000
10050,OneFam,SFoyer,Above_Average,1966,Gable,Typical,Typical,Y,SBrkr,2.5,1280,0,1280,3,1,1,2,432,140,40,0,No_Fence,2007,Normal,175000
9600,OneFam,SLvl,Average,1961,Hip,Typical,Typical,Y,SBrkr,2,1254,0,1254,3,1,1,2,525,0,0,0,No_Fence,2007,Normal,158500
10150,OneFam,One_Story,Average,1958,Gable,Typical,Typical,Y,FuseA,1,912,0,912,2,1,0,1,275,0,0,0,No_Fence,2007,Normal,114500
11344,OneFam,One_and_Half_Fin,Average,1958,Gable,Typical,Typical,Y,FuseA,1.5,874,650,1524,3,1,0,1,315,0,0,0,Good_Wood,2007,Normal,144000
18450,OneFam,Two_Story,Average,1965,Flat,Good,Typical,Y,SBrkr,2.5,1465,915,2380,3,1,1,2,596,0,265,0,No_Fence,2007,Abnorml,129000
8760,OneFam,One_Story,Good,1957,Gable,Typical,Typical,Y,SBrkr,2,936,0,936,2,1,0,1,315,0,0,0,No_Fence,2007,Normal,141000
6860,OneFam,One_Story,Above_Average,1956,Gable,Typical,Typical,Y,SBrkr,2,1008,0,1008,3,1,0,1,308,0,0,0,No_Fence,2007,Normal,131000
8250,OneFam,One_Story,Good,1963,Gable,Typical,Typical,Y,SBrkr,2,1053,0,1053,3,1,0,2,692,240,0,0,No_Fence,2007,Normal,142100
8176,OneFam,One_Story,Above_Average,1958,Gable,Typical,Typical,Y,SBrkr,2,1056,0,1056,3,1,0,1,308,0,0,0,No_Fence,2007,Normal,139000
9750,OneFam,One_Story,Above_Average,1958,Gable,Typical,Typical,Y,SBrkr,1.5,1442,0,1442,4,1,0,1,301,0,0,275,No_Fence,2007,Normal,157900
9250,OneFam,One_Story,Good,1954,Gable,Typical,Typical,Y,SBrkr,1.5,1056,0,1056,3,1,0,1,260,390,0,0,No_Fence,2007,Normal,139400
11988,OneFam,One_Story,Above_Average,1957,Gable,Typical,Typical,Y,FuseA,1.5,1244,0,1244,3,1,2,1,336,0,40,0,No_Fence,2007,Normal,150000
9100,OneFam,One_Story,Average,1960,Hip,Typical,Typical,Y,SBrkr,1,1144,0,1144,3,1,1,1,336,0,0,0,No_Fence,2007,Normal,120000
9736,OneFam,One_Story,Above_Average,1957,Gable,Typical,Typical,Y,SBrkr,1,1721,0,1721,4,1,3,2,464,0,0,0,No_Fence,2007,Normal,174850
9770,OneFam,One_Story,Average,1957,Gable,Typical,Typical,Y,FuseA,2,922,0,922,2,1,0,1,308,0,34,0,Good_Wood,2007,Normal,116000
10152,OneFam,One_Story,Average,1956,Hip,Typical,Typical,Y,SBrkr,2,1048,0,1048,3,1,0,1,286,0,20,0,No_Fence,2007,Normal,135000
12155,OneFam,One_Story,Fair,1970,Gable,Typical,Typical,Y,SBrkr,2.5,1657,0,1657,3,1,1,2,484,0,0,0,No_Fence,2007,Normal,163500
12198,OneFam,One_Story,Above_Average,1955,Gable,Typical,Typical,Y,SBrkr,1,1411,0,1411,3,1,1,1,310,278,82,0,No_Fence,2007,Normal,130000
10050,OneFam,One_Story,Average,1955,Hip,Typical,Typical,Y,SBrkr,2,1216,0,1216,3,1,0,1,336,0,0,0,No_Fence,2007,Normal,129500
11556,OneFam,One_Story,Excellent,1953,Gable,Excellent,Typical,Y,SBrkr,1.5,1154,0,1154,3,1,0,1,336,63,0,0,No_Fence,2007,Normal,142000
8078,Duplex,One_Story,Average,1958,Hip,Typical,Typical,Y,SBrkr,2,1560,0,1560,4,2,0,2,484,0,0,0,No_Fence,2007,Normal,128600
10950,OneFam,One_Story,Above_Average,1952,Hip,Typical,Typical,Y,SBrkr,1,948,0,948,2,1,0,2,410,0,48,0,No_Fence,2007,Normal,125000
7942,OneFam,One_Story,Good,1953,Hip,Typical,Typical,Y,FuseF,1.5,1040,0,1040,3,1,0,1,293,0,0,0,Minimum_Privacy,2007,Normal,136000
8923,OneFam,One_Story,Good,1953,Gable,Typical,Typical,Y,SBrkr,2,1008,0,1008,2,1,0,1,240,0,18,0,No_Fence,2007,Normal,134500
8540,OneFam,One_Story,Very_Good,1956,Gable,Good,Typical,Y,SBrkr,2,925,0,925,3,1,0,1,252,152,0,0,No_Fence,2007,Normal,127000
7134,OneFam,SLvl,Average,1955,Gable,Typical,Typical,Y,SBrkr,1,1360,0,1360,3,1,1,2,572,0,50,0,Minimum_Privacy,2007,Normal,130000
7150,OneFam,One_and_Half_Fin,Below_Average,1955,Gable,Typical,Typical,Y,SBrkr,2,1040,500,1540,4,1,0,1,352,0,0,0,No_Fence,2007,Normal,115000
8400,OneFam,One_Story,Average,1955,Gable,Good,Typical,Y,SBrkr,2,925,0,925,3,1,2,1,390,81,0,0,Good_Wood,2007,Normal,116900
13300,OneFam,One_Story,Good,1956,Hip,Typical,Typical,Y,SBrkr,1,928,0,928,2,1,0,1,252,261,0,156,No_Fence,2007,Normal,132000
9532,OneFam,One_Story,Above_Average,1953,Gable,Typical,Typical,Y,SBrkr,2,1647,0,1647,3,1,1,1,280,225,0,0,Good_Privacy,2007,Normal,153000
15783,OneFam,One_Story,Average,1952,Gable,Typical,Typical,Y,SBrkr,1,924,0,924,2,1,0,1,420,0,324,0,Minimum_Privacy,2007,Normal,112500
